establishment_id,establishment_number,establishment_name,duns_number,street,city,state,zip,phone,grant_date,type,dbas,district,circuit,size,latitude,longitude,county,fips_code,meat_exemption_custom_slaughter,poultry_exemption_custom_slaughter,slaughter,meat_slaughter,beef_cow_slaughter,steer_slaughter,heifer_slaughter,bull_stag_slaughter,dairy_cow_slaughter,heavy_calf_slaughter,bob_veal_slaughter,formula_fed_veal_slaughter,non_formula_fed_veal_slaughter,market_swine_slaughter,sow_slaughter,roaster_swine_slaughter,boar_stag_swine_slaughter,stag_swine_slaughter,feral_swine_slaughter,goat_slaughter,young_goat_slaughter,adult_goat_slaughter,sheep_slaughter,lamb_slaughter,deer_reindeer_slaughter,antelope_slaughter,elk_slaughter,bison_slaughter,buffalo_slaughter,water_buffalo_slaughter,cattalo_slaughter,yak_slaughter,other_voluntary_livestock_slaughter,rabbit_slaughter,poultry_slaughter,young_chicken_slaughter,light_fowl_slaughter,heavy_fowl_slaughter,capon_slaughter,young_turkey_slaughter,young_breeder_turkey_slaughter,old_breeder_turkey_slaughter,fryer_roaster_turkey_slaughter,duck_slaughter,goose_slaughter,pheasant_slaughter,quail_slaughter,guinea_slaughter,ostrich_slaughter,emu_slaughter,rhea_slaughter,squab_slaughter,other_voluntary_poultry_slaughter,slaughter_or_processing_only,slaughter_only_class,slaughter_only_species,meat_slaughter_only_species,poultry_slaughter_only_species,slaughter_volume_category,processing_volume_category,beef_processing,pork_processing,antelope_processing,bison_processing,buffalo_processing,deer_processing,elk_processing,goat_processing,other_voluntary_livestock_processing,rabbit_processing,reindeer_processing,sheep_processing,yak_processing,chicken_processing,duck_processing,goose_processing,pigeon_processing,ratite_processing,turkey_processing,exotic_poultry_processing,other_voluntary_poultry_processing
1476,1476,SA COOP INTERET COLLECTIF ABATTOIR AUB,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,48.315457,4.084662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1477,1477,SOC EXPLOITATION ABATTOIRS DE NARBONNE,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,43.175498,2.992284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1478,1478,EURL ABATTOIR DE QUILLAN,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,42.883114,2.189178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1479,1479,CAPDENACOISE DABATTAGE PREST DE SERVI,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,44.580661,2.082049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1480,1480,ABATTOIR DU SAINT-AFFRICAIN,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,43.960434,2.869262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1481,1481,ARCADIE SUD OUEST PRODUITS ELABORES -ABATTOIR SAINTE GENEVIEVE SUR ARGENCE,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,44.803784,2.776115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1482,1482,ADRASTE D'EXPL. GEST ABATTOIR DIST RODEZ,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,44.354944,2.628824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1483,1483,REGIE ABATTOIRS,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,44.334142,2.025346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1484,1484,ALAZARD ET ROUX,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,43.805445,4.657066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1485,1485,ABATTOIRS PROV PVH ABATTOIRS MEDITERR,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,43.326942,5.362497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1486,1486,ENTREPRISE VIANDES ABATTAGES,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,49.0221397,-0.0433495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1487,1487,ELIVIA,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,49.078841,-0.645988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1488,1488,COVIAL,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,44.898406,2.428467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1489,1489,SARL BRUNHES ALAIN,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,44.965658,2.191349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1490,1490,REGIE MUNICIPALE ABATTOIR NEUSSARGUES,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,45.12483,2.973778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1491,1491,COMMUNAUTE DE COMMUNES DE CHARENTELIM - ABATTOIR,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,46.024804,0.670698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1492,1492,SOC SURGERIENNE D'ABATTAGE,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,46.108813,-0.766644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1493,1493,SAS ABATTOIR BERRYBOCAGE,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,46.726623,2.499429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1494,1494,SOL,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,45.076536,1.939538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1495,1495,CHARAL,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,45.39913,2.055412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1496,1496,SOC EXPLOITATION ABATTOIRS VALEYNIE,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,45.427149,1.400063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1497,1497,SOCIETE D'ABATTAGE DE LA CORREZE,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,45.188628,1.470791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1498,1498,GROUPT USAGERS DE L'ABATTOIR D'USSEL,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,45.54502,2.316217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1499,1499,COOPERATIVE ABATTOIRS DE BEAUNE,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,47.008072,4.83932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1500,1500,SOCIETE DE L'ABATTOIR CHATILLONNAIS,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,47.871807,4.570528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1501,1501,GROUPE BIGARD,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,47.54524,4.471592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1502,1502,KERMENE,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,48.288113,-2.510314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1503,1503,SOCOPA VIANDES,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,48.551055,-3.159195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1504,1504,COOPERL ARC ATLANTIQUE,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,48.465103,-2.53875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1505,1505,ABATTOIR MUNICIPAL,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,48.735646,-3.466647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1506,1506,LOUDEAC VIANDES,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,48.1639,-2.753356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1507,1507,QUINTIN VIANDES,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,48.404913,-2.90449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1508,1508,SOCIETE VITREENNE D'ABATTAGE,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,48.199759,-2.264484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1509,1509,COMMUNE DE BERGERAC -ABATTOIR DE BERGERAC,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,44.859702,0.539486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1510,1510,SOBEVAL,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,45.173905,0.773569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1511,1511,SOCIETE D'EXPLOITATION DES ABATTOIRS,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,44.66342,0.395907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1512,1512,SARL BRUSAMOLIN ET FILS,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,44.685376,0.890968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1513,1513,SOCIETE RIBERACOISE D'ABATTAGE,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,45.254005,0.348169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1514,1514,ARCADIE SUD OUEST,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,45.428345,0.922071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1515,1515,SOCIETE BISONTINE D'ABATTAGE - SBA,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,47.232139,5.973566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1516,1516,SARL D'ABATTAGE PONTISSALIENNE,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,46.90105,6.355181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1517,1517,SARL ABATTOIR DU DIOIS,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,44.760766,5.356178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1518,1518,CTRE ABATT ROMANS BOUCH ELEV CHEVILLAR,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,45.032791,5.041044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1519,1519,SOCOPA VIANDES,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,49.140872,0.906389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1520,1520,SOCIETE BRIECOISE D'ABATTAGE,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,48.097057,-4.02173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1521,1521,SOCOPA VIANDES,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,48.199998,-3.819678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1522,1522,SOCIETE LUCIEN CORRE,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,48.298326,-4.191673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1523,1523,COMMUNAUTE COMMUNES PAYS DE LESNEVEN -ABATTOIR,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,48.573684,-4.31711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1524,1524,JEAN HENAFF SAS,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,47.956328,-4.365345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1525,1525,SOC ABATTEURS QUIMPEROIS,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,47.983888,-4.032476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1526,1526,GROUPE BIGARD,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,47.864237,-3.556165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1527,1527,A TUMBERA,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,42.000932,9.050148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1528,1528,BLANWALHIN,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,41.935011,9.155226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1529,1529,A CUTULESA,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,41.980174,8.89142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1530,1530,ABATTOIR DE PONTE-LECCIA,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,42.472246,9.208115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1531,1531,COMMUNE D ALES - REGIE DES ABATTOIRS,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,44.143407,4.108783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1532,1532,COOPERATIVE BOUCHERE PAYSANNE,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,43.991976,3.627725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1533,1533,ABATTOIRS BOULONNAIS,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,43.290863,0.641967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1534,1534,ABATTOIR MUNICIPAL,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,43.10872,0.743256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1535,1535,ALLIANCE ABATTOIR D'AUCH- GERS,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,43.665773,0.602254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1536,1536,SOCIETE BAZADAISE D'ABATTAGE,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,44.431094,-0.199215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1537,1537,SM FILIERE VIANDE DE L'HERAULT - REGIE SYNDICALE DE L'ABATTOIR DE PEZENAS,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,43.452476,3.427177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1538,1538,AIM ANTRAIN,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,48.459871,-1.489609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1539,1539,TENDRIADE - TENDRIADE CHATEAUBOURG,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,48.101186,-1.416254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1540,1540,AIM Group,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,48.8349095,-1.2025952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1541,1541,GATINE VIANDES,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,47.947458,-1.2282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1542,1542,GALLAIS VIANDES,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,48.191341,-2.057358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1543,1543,COOPERL ARC ATLANTIQUE,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,48.132733,-1.944707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1544,1544,SOC INTERCOMMUNALE D'ABATTAGE,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,48.261046,-1.602714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1545,1545,ETABLISSEMENTS ABERA,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,48.408634,-1.36163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1546,1546,INRA Unité expérimentale d'Abattage,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,48.143961,-1.832006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1547,1547,ETABLISSEMENTS JEAN CHAPIN,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,48.106815,-1.735173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1548,1548,SOCIETE VITREENNE D'ABATTAGE,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,48.12193,-1.223593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1549,1549,COMM COM DE LA CHATRE ET SAINTE SEVERE -ABATTOIR,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,46.573588,2.024523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1550,1550,TRICOCHE-SOMEVIA,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,46.63041,0.918267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1551,1551,COMMUNAUTE DE COMMUNES ECUEILLE-VALENC - ABATTOIR DE VALENCAIS,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,47.158056,1.574978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1552,1552,INRA Unité expérimentale d'abattage,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,47.547304,0.774987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1553,1553,ABATTOIR BOURGUEILLOIS SERVICES,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,47.288605,0.202402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1554,1554,SARL ABATTOIR DE L'OISANS,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,45.057219,6.03071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1555,1555,EURL GERMAIN CARA,,,,,,,2024-03-01,Animal Production; Hunting/Game,,,,Unknown,45.262904,5.337994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1556,1556,SOCIETE ANONYME ABAG,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,45.24297,5.660296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1557,1557,SICORBIAA,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,44.931477,5.788986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
1558,1558,CHARVERON FRERES,,,,,,,2024-03-01,Meat Slaughter,,,,Unknown,45.568178,5.429597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
