establishment_id,establishment_number,establishment_name,duns_number,street,city,state,zip,phone,grant_date,type,dbas,district,circuit,size,latitude,longitude,county,fips_code,meat_exemption_custom_slaughter,poultry_exemption_custom_slaughter,slaughter,meat_slaughter,beef_cow_slaughter,steer_slaughter,heifer_slaughter,bull_stag_slaughter,dairy_cow_slaughter,heavy_calf_slaughter,bob_veal_slaughter,formula_fed_veal_slaughter,non_formula_fed_veal_slaughter,market_swine_slaughter,sow_slaughter,roaster_swine_slaughter,boar_stag_swine_slaughter,stag_swine_slaughter,feral_swine_slaughter,goat_slaughter,young_goat_slaughter,adult_goat_slaughter,sheep_slaughter,lamb_slaughter,deer_reindeer_slaughter,antelope_slaughter,elk_slaughter,bison_slaughter,buffalo_slaughter,water_buffalo_slaughter,cattalo_slaughter,yak_slaughter,other_voluntary_livestock_slaughter,rabbit_slaughter,poultry_slaughter,young_chicken_slaughter,light_fowl_slaughter,heavy_fowl_slaughter,capon_slaughter,young_turkey_slaughter,young_breeder_turkey_slaughter,old_breeder_turkey_slaughter,fryer_roaster_turkey_slaughter,duck_slaughter,goose_slaughter,pheasant_slaughter,quail_slaughter,guinea_slaughter,ostrich_slaughter,emu_slaughter,rhea_slaughter,squab_slaughter,other_voluntary_poultry_slaughter,slaughter_or_processing_only,slaughter_only_class,slaughter_only_species,meat_slaughter_only_species,poultry_slaughter_only_species,slaughter_volume_category,processing_volume_category,beef_processing,pork_processing,antelope_processing,bison_processing,buffalo_processing,deer_processing,elk_processing,goat_processing,other_voluntary_livestock_processing,rabbit_processing,reindeer_processing,sheep_processing,yak_processing,chicken_processing,duck_processing,goose_processing,pigeon_processing,ratite_processing,turkey_processing,exotic_poultry_processing,other_voluntary_poultry_processing
707,,Superbrugsen Slagterafdeling,,Krøyers Gård  23,Nakskov,,4900,,,Meat Processing; Meat Slaughter,,,,,54.830673,11.141545,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,,C.S. Pølsemageri,,Nørregade 51,Vejen,,6600,,,Meat Processing; Meat Slaughter,,,,,55.4796,9.139265,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,,Slagter Lundgaard,,Ida Tesdorpfsvej 8,Humlebæk,,3050,,,Meat Processing; Meat Slaughter,,,,,55.962639,12.534612,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,,SuperBrugsen Slagter,,Hærvejen  18,Rødekro,,6230,,,Meat Processing; Meat Slaughter,,,,,55.07203,9.33561,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,,Slagterzangenberg Slagteren,,Kirkevej 2,Horbelev,,4871,,,Meat Processing; Meat Slaughter,,,,,54.836741,11.998423,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,,SuperBrugsen Slagterafdeling,,Kæpgårdsvej  6,Nørre Alslev,,4840,,,Meat Processing; Meat Slaughter,,,,,54.898639,11.881496,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,,føtex 1399 Slagter /delikatesse,,Havnegade  10,Korsør,,4220,,,Meat Processing; Meat Slaughter,,,,,0.0,4.511256,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,,SuperBrugsen Slagter,,Borgergade 28,København K,,1300,,,Meat Processing; Meat Slaughter,,,,,55.685091,12.586619,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,,"Meny Espergærde, slagter",,Øster Torv 10,Espergærde,,3060,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,,føtex 1352 Slagter / delikatesse,,Rødovre Centrum 198 st. 1M,Rødovre,,2610,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,,Løvbjerg Supermarked Slagter & Delikatesse,,H P Hanssens Gade  41,Aabenraa,,6200,,,Meat Processing; Meat Slaughter,,,,,55.043526,9.421946,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,,SCHOUS KØD CENTER MARIELYST,,Bøtøvej  8,Væggerløse,,4873,,,Meat Processing; Meat Slaughter,,,,,54.689181,11.965642,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,,Smagen af Endelave,,Kongevejen 29,,,8789,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,,Kvickly Slagter,,Seminarievej  1,Ribe,,6760,,,Meat Processing; Meat Slaughter,,,,,55.331373,8.7686,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,,SuperBrugsen Slagter,,Nygade  2,Videbæk,,6920,,,Meat Processing; Meat Slaughter,,,,,56.092114,8.633087,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,,føtex 1319 Slagter / delikatesse,,Viby Ringvej  10,Viby J,,8260,,,Meat Processing; Meat Slaughter,,,,,56.129951,10.161257,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,,Bilka 1664 Slagter,,Arne Jacobsens Allé 24,København S,,2300,,,Meat Processing; Meat Slaughter,,,,,55.630936,12.579472,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,,Klippinge Slagteren,,Tværvej  5,Klippinge,,4672,,,Meat Processing; Meat Slaughter,,,,,55.347373,12.324735,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,,Ålborg Slagtegården v/Ibrahim Quhramani,,Danmarksgade  80,Aalborg,,9000,,,Meat Processing; Meat Slaughter,,,,,57.04525,9.926292,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,,føtex 1366 Slagter / delikatesse,,Strandmarksvej 20,Hvidovre,,2650,,,Meat Processing; Meat Slaughter,,,,,55.626751,12.484721,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,,Bitten Slagter v/Bitten Nyrup Pedersen,,Viborg Landevej  41,Hobro,,9500,,,Meat Processing; Meat Slaughter,,,,,56.577522,9.748284,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,,Slagter P.E. Larsen & Søn,,Amagerbrogade  153,København S,,2300,,,Meat Processing; Meat Slaughter,,,,,55.654877,12.610493,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,,Slagter Jørgen,,Jagtvej 133,København N,,2200,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,,"FRUEHØJ SLAGTER ApS, Lager",,Skovbyvej 15,Herning,,7400,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,,SuperBrugsen Slagter,,Torvegade  6,Tørring,,7160,,,Meat Processing; Meat Slaughter,,,,,55.84981,9.482261,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,,Bennys vildtopskæring,,Kalundborgvej 67,Svebølle,,4470,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,,SuperBrugsen Slagter,,Søndre Landevej  225,Sydals,,6470,,,Meat Processing; Meat Slaughter,,,,,54.910809,9.892613,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,,Kvickly Slagter,,Englandsvej 28,København S,,2300,,,Meat Processing; Meat Slaughter,,,,,55.656729,12.60411,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,,V. Åby Slagterforretning,,Svendborgvej 412 A,Faaborg,,5600,,,Meat Processing; Meat Slaughter,,,,,55.085421,10.377806,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,,Slagtermestrene Born & Kolstrup,,Rødovre Centrum 1G st 75,Rødovre,,2610,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,,KØD LAND,,Vestergade 10,Herning,,7400,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,,SuperBrugsen Pandrup Slagter,,Bredgade  9,Pandrup,,9490,,,Meat Processing; Meat Slaughter,,,,,57.22428,9.677294,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,,SuperBrugsen Slagter,,Strandvejen  169,Hellerup,,2900,,,Meat Processing; Meat Slaughter,,,,,55.733049,12.574814,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,,SuperBrugsen Slagterafdeling,,Matthæusgade 50,København V,,1666,,,Meat Processing; Meat Slaughter,,,,,55.669717,12.546502,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,,Nr. Onsild Slagtehus - butik,,Rævebakken  2,Hobro,,9500,,,Meat Processing; Meat Slaughter,,,,,56.601861,9.776194,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,,"Superbrugsen Sejs, Slagter og Delikatesse",,Julsøvej 89,Silkeborg,,8600,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,,MENY Slagter,,Kongevejs-Centret 6,Hørsholm,,2970,,,Meat Processing; Meat Slaughter,,,,,55.88764,12.497642,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,,Slagter Palle,,Østergade 4,Fjerritslev,,9690,,,Meat Processing; Meat Slaughter,,,,,57.088132,9.267803,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,,Ukraine product & quality,,Korupvej 85,Hadsund,,9560,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,,CENTERSLAGTEREN STENLØSE ApS,,Egedal Centret 28,Stenløse,,3660,,,Meat Processing; Meat Slaughter,,,,,55.768284,12.193654,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,,Ejstrupholm slagter,,Østergade 2,Ejstrupholm,,7361,,,Meat Processing; Meat Slaughter,,,,,55.983797,9.290477,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,,Kvickly Silkeborg Slagter/Delikatesse/Fisk,,Viborgvej 21,Silkeborg,,8600,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,,mad med mere,,Søvej  1,Nordborg,,6430,,,Meat Processing; Meat Slaughter,,,,,55.049414,9.777314,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,,SuperBrugsen Slagter,,Byrum Hovedgade  77,Læsø,,9940,,,Meat Processing; Meat Slaughter,,,,,57.254241,11.003815,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,,Kvickly Slagter,,Østergade  30,Hjørring,,9800,,,Meat Processing; Meat Slaughter,,,,,57.45791,9.990823,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,,Løvbjerg Supermarked Slagter,,Åboulevarden  65,Tarm,,6880,,,Meat Processing; Meat Slaughter,,,,,55.916504,8.516862,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,,føtex 1339 Slagter / delikatesse,,Møllergade  92,Svendborg,,5700,,,Meat Processing; Meat Slaughter,,,,,55.063875,10.613507,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,,Slagter Steen,,Jernbane Allé  25,Vanløse,,2720,,,Meat Processing; Meat Slaughter,,,,,55.68574,12.491515,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,,Kvickly Slagter,,Rådhuspassagen  1,Vejen,,6600,,,Meat Processing; Meat Slaughter,,,,,55.477006,9.13704,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,,føtex 1389 Slagter / delikatesse,,Bredgade  12,Haderslev,,6100,,,Meat Processing; Meat Slaughter,,,,,55.254859,9.482566,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,,Kødudsalg.dk ApS,,Vestergade 41,Køge,,4600,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,,Meny Skovlunde slagter,,Torvestrædet 26,Skovlunde,,2740,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,,føtex 1398 Slagter / delikatesse,,Herlev Torv 2 st. 16,Herlev,,2730,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,,SKYTTEMARKENS SLAGTERM V/SØRENSEN,,Skyttemarksvej  97,Næstved,,4700,,,Meat Processing; Meat Slaughter,,,,,55.22962,11.7833,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,,Super Brugsen Slagter,,Kirketorvet  6,Tranbjerg J,,8310,,,Meat Processing; Meat Slaughter,,,,,56.091102,10.135641,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,,NORDSJÆLLANDS BAZAR SLAGTER,,Hovedgaden 10B,Birkerød,,3460,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,,SuperBrugsen Slagter,,Storegade  10,Horsens,,8700,,,Meat Processing; Meat Slaughter,,,,,55.854389,9.760445,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,,SuperBrugsen Slagter,,Chr Pedersensvej  4,Sæby,,9300,,,Meat Processing; Meat Slaughter,,,,,57.333273,10.515559,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,,SuperBrugsen Slagter,,Nordre Frihavnsgade  24,København Ø,,2100,,,Meat Processing; Meat Slaughter,,,,,55.700971,12.580496,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,,Stjernholm Kød ApS,,Søren Frichs Vej 7,Århus C,,8000,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,,føtex food 1309 Slagter / delikatesse,,M.P. Bruuns Gade  55,Århus C,,8000,,,Meat Processing; Meat Slaughter,,,,,56.146885,10.203956,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,,MENY Rugårdsvej Slagter / Delikatesse,,Rugårdsvej 211,Odense NV,,5210,,,Meat Processing; Meat Slaughter,,,,,55.412314,10.327633,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,,Sahan Slagter og Kebab,,Højengen 3B,Kokkedal,,2980,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,,Slagter Bertelsen,,Nørregade  11,Holstebro,,7500,,,Meat Processing; Meat Slaughter,,,,,56.359335,8.617043,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,,Spar Ejstrupholm Delikatessen,,Søndergade  33,Ejstrupholm,,7361,,,Meat Processing; Meat Slaughter,,,,,55.983135,9.285279,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,,Erslev Slagter ApS,,Præstbrovej 163,Erslev,,7950,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,,henrik hansen butik,,Roskildevej 292A,Vipperød,,4390,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,,MENY Illum Slagter & Fisk,,Østergade 52,København K,,1100,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,,føtex 1308 Slagter,,Torvet  4,Silkeborg,,8600,,,Meat Processing; Meat Slaughter,,,,,56.1692,9.549789,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,,føtex 1351 Slagter / delikatesse,,Klosterparks Alle  10,Ringsted,,4100,,,Meat Processing; Meat Slaughter,,,,,55.4535,11.78806,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,,SuperBrugsen Slagter,,Hovedgaden  72,Spjald,,6971,,,Meat Processing; Meat Slaughter,,,,,56.127307,8.508641,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,,SuperBrugsen Roskilde Slagter,,Algade 51,Roskilde,,4000,,,Meat Processing; Meat Slaughter,,,,,55.640668,12.089119,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,,Owes,,Kayerødsgade 2,Aalborg,,9000,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,,SuperBrugsen Slagter,,Søndergade  50,Brædstrup,,8740,,,Meat Processing; Meat Slaughter,,,,,55.968822,9.609587,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,,SuperBrugsen Slagter/delikatesse,,Lundsbjergvej  2,Ferritslev Fyn,,5863,,,Meat Processing; Meat Slaughter,,,,,55.309861,10.583428,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,,Superbrugsen Nærheden  Slagter,,Sejlbjerg Alle 1,Hedehusene,,2640,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,,Brugsen Sorgenfri Torv Slagter,,Sorgenfri Torv  14,Virum,,2830,,,Meat Processing; Meat Slaughter,,,,,55.781644,12.481094,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,,Al Akhawain Slagter v/Mohammed El Kabir,,Frederikssundsvej  49,København NV,,2400,,,Meat Processing; Meat Slaughter,,,,,55.702993,12.52979,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,,Slagter Winther,,Margrethevej  12,Hirtshals,,9850,,,Meat Processing; Meat Slaughter,,,,,57.585976,9.965466,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,,Ottoman Hvidovre Slagter,,Immerkær 27,Hvidovre,,2650,,,Meat Processing; Meat Slaughter,,,,,55.663304,12.458688,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,,føtex 1334 Slagter / delikatesse,,Brobjerg Parkvej  2,Egå,,8250,,,Meat Processing; Meat Slaughter,,,,,56.204892,10.26197,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,,mad med mere,,Nørregade  11,Pandrup,,9490,,,Meat Processing; Meat Slaughter,,,,,57.197219,9.674498,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,,Smagsgalleriet ApS,,Torvet 3,Ansager,,6823,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
